visit-time,title,visit-count,typed-count,id,url
1535373190790,Google  Inc. - Google 지도,1,,mmpsjjdr7nGY,https://www.google.com/maps/@37.5627479 126.9789083 3a 75y 51.35h 62.32t/data=!3m9!1e1!3m7!1sDz-8m6TDwzU-4gA_8SlgkA!2e0!7i13312!8i6656!9m2!1b1!2i37
1535373189942,Google  Inc. - Google 지도,1,,EJ52OY_F5-EL,https://www.google.com/maps/@37.5627479 126.9789083 3a 75y 51.35h 62.32t/data=!3m6!1e1!3m4!1sDz-8m6TDwzU-4gA_8SlgkA!2e0!7i13312!8i6656
1535373188814,Google  Inc. - Google 지도,1,,sdAh9ChD5Wj_,https://www.google.com/maps/@37.5627479 126.9789083 3a 75y 135.75h 72.06t/data=!3m9!1e1!3m7!1sDz-8m6TDwzU-4gA_8SlgkA!2e0!7i13312!8i6656!9m2!1b1!2i37
1535373187802,Google  Inc. - Google 지도,1,,XKK30G27NT_e,https://www.google.com/maps/@37.5627479 126.9789083 3a 75y 135.75h 72.06t/data=!3m6!1e1!3m4!1sDz-8m6TDwzU-4gA_8SlgkA!2e0!7i13312!8i6656
1535373187190,Google  Inc. - Google 지도,1,,IwMy7C9Jtaxr,https://www.google.com/maps/@37.5627595 126.97873 3a 75y 135.75h 72.06t/data=!3m9!1e1!3m7!1sHf95hausBI7wbEuldTfBVw!2e0!7i13312!8i6656!9m2!1b1!2i37
1535373186196,Google  Inc. - Google 지도,1,,97_6yQshCqYn,https://www.google.com/maps/@37.5627595 126.97873 3a 75y 135.75h 72.06t/data=!3m6!1e1!3m4!1sHf95hausBI7wbEuldTfBVw!2e0!7i13312!8i6656
1535373185589,Google  Inc. - Google 지도,1,,crJvyAiGxwle,https://www.google.com/maps/@37.5627847 126.9786121 3a 75y 135.75h 72.06t/data=!3m9!1e1!3m7!1s2zVFxMzONNs8O_Z_gNC0Xg!2e0!7i13312!8i6656!9m2!1b1!2i37
1535373184588,Google  Inc. - Google 지도,1,,yx5hEdCwbGMi,https://www.google.com/maps/@37.5627847 126.9786121 3a 75y 135.75h 72.06t/data=!3m6!1e1!3m4!1s2zVFxMzONNs8O_Z_gNC0Xg!2e0!7i13312!8i6656
1535373183357,Google  Inc. - Google 지도,1,,q06yUzuCqkzv,https://www.google.com/maps/@37.5628182 126.978493 3a 75y 135.75h 72.06t/data=!3m6!1e1!3m4!1sB2J6f9beHWJgDXnvYdJGcg!2e0!7i13312!8i6656
1535373182193,Google  Inc. - Google 지도,1,,eGS73v94DrAa,https://www.google.com/maps/@37.5628143 126.9783697 3a 75y 135.75h 72.06t/data=!3m6!1e1!3m4!1sQa5noXx-q-a0dl2Kxedjqw!2e0!7i13312!8i6656
1535373180992,Google  Inc. - Google 지도,1,,hHBMwCTzO1pN,https://www.google.com/maps/@37.5628318 126.978254 3a 75y 135.75h 72.06t/data=!3m6!1e1!3m4!1sIZIV2-Rq8oZJ4uVSdkFV8w!2e0!7i13312!8i6656
1535373179601,Google  Inc. - Google 지도,1,,EfVE31Qd50VV,https://www.google.com/maps/@37.5628433 126.9781918 3a 75y 135.75h 72.06t/data=!3m6!1e1!3m4!1sRiDhqzh-VCNmv_NOSnMiPQ!2e0!7i13312!8i6656
1535373178402,Google  Inc. - Google 지도,1,,l4BdsM2OjISu,https://www.google.com/maps/@37.5628542 126.9780721 3a 75y 135.75h 72.06t/data=!3m6!1e1!3m4!1s6bsDymX_BRGdZoiKxkSPDQ!2e0!7i13312!8i6656
1535373177748,Google  Inc. - Google 지도,1,,56YHIyUrvE8a,https://www.google.com/maps/@37.5628655 126.977946 3a 75y 135.75h 72.06t/data=!3m9!1e1!3m7!1smOGoHaIgmmDnCKU0SEFI6g!2e0!7i13312!8i6656!9m2!1b1!2i37
1535373176703,Google  Inc. - Google 지도,1,,6aGGKalGnMPv,https://www.google.com/maps/@37.5628655 126.977946 3a 75y 135.75h 72.06t/data=!3m6!1e1!3m4!1smOGoHaIgmmDnCKU0SEFI6g!2e0!7i13312!8i6656
1535373176035,Google  Inc. - Google 지도,1,,4NJhhiYBH-nA,https://www.google.com/maps/@37.5628774 126.9778082 3a 75y 135.75h 72.06t/data=!3m9!1e1!3m7!1snq56HgnQwzk3Sr1GWukqPw!2e0!7i13312!8i6656!9m2!1b1!2i37
